# ineq_coeff, obj_result, params...
1.300000000000000000e+01 3.375077994860475883e-14 -1.570796229063589511e+00 3.376869901897669557e+00 1.210348566114098467e+00 -2.696253475786939635e+00 -1.512503315882801902e-01 1.789480368444771763e+00 -1.306373530310410258e+00 3.248921527711993829e+00 3.060982197065855281e+00 -7.206697333264312499e-01 -8.744277093759331154e-02 -1.258843266404084060e+00 5.755738540462763453e+00 4.855544496294507795e+00 3.321729776863089345e+00 3.147416990424642957e+00 -1.221843704928234020e+00 -4.712389031537896678e+00 -5.223133194326402551e-01 -8.907038708981966924e-01 -2.599822460462078988e-01 -1.311794351723072127e+00 -2.075482329707544427e+00 1.238865484078706780e+00 -7.172708849038788026e-01 1.813139322784052654e+00 -1.544139795664952963e+00 -3.220263126650970142e-01 3.850483933357841670e-01 6.834150822415318016e-01 3.101300621947241654e-01 -2.950877677390583917e-03 -1.286585688521375559e-01 4.587476395988775435e-01 -1.570796274202719944e+00 -3.798163307014418288e-01 -6.247129188693664181e-01 1.212474216935797378e+00 -1.897908186792871987e+00 -9.818761448931709879e-01 1.310383065706639316e+00 5.845851263716014129e-02 1.059255280575667868e+00 -1.680060281806110334e+00 -4.223735968809871011e+00 -4.126120501335312163e+00 2.836457104499407578e+00 1.313950257550680289e+00 -1.250021563792284574e-01 -1.200726903926018663e+00 -2.327052271361110147e+00
0.000000000000000000e+00 1.250000006466827074e+00 9.186612504396736569e-07 -5.135838697793595440e-06 6.097559087040897502e-05 -2.893811651620918613e-04 -4.314893423937386174e+00 -1.720836942844657059e-04 2.243002898536419873e-05 -1.476397153394115147e+00 2.712555700475686837e+00 1.498947339245304414e-04 2.093248553270032246e-04 1.933800988018975937e-04 -2.000220191023024174e+00 -1.061915126190649122e-01 5.378058228499926364e-06 4.757663945860164336e-05 3.050042045756192442e-04 5.174339252920397472e-07 4.783893535934777286e-01 1.782623964089008251e+00 -3.284265941124273058e-01 9.185282757653031593e-01 -1.655814066691583264e+00 1.634020723315303125e-01 3.719075123959538764e-01 8.551606797864735876e-01 -6.482938236235076469e-05 -7.600367357891586462e-01 2.987619629684944988e-01 2.115833612724482560e+00 -1.261495162185256591e+00 -3.265701975364715946e-05 1.583623839335703194e-04 -8.492362760654549592e-05 1.297211488499587025e-06 -4.148407426480709410e-06 1.489265026695740595e-05 1.351687149061715990e-05 8.261970302933284716e-01 -2.562040180707191717e-05 1.460978921383449501e-04 1.522985642989986843e+00 2.896034291763459390e+00 -3.466583893632370972e-06 7.588469307597925134e-05 -2.455615316911578463e-05 7.094962408009674038e-01 -1.101634412778447425e+00 -2.928735325485458361e-05 -2.533484621939801923e-05 -5.677087104091617098e-01
1.000000000000000000e+00 1.998401444325281773e-14 -1.570796190084035038e+00 2.386960887705776024e-01 4.682320304236245456e-02 -1.915508070251083605e+00 -1.992708391623438102e-01 -2.863936021714437452e-02 7.582794057301733837e-01 -5.708698343593552327e-01 -1.289343765498454975e+00 9.852969186029586490e-01 -6.535584044346198773e-01 2.385657333621580556e-01 6.185228339631818617e-01 -1.247659782188082600e+00 1.051730001182804575e+00 7.196957617335953961e-01 2.099281305132489894e+00 1.477882096977058968e+00 3.007894918047505084e-01 -1.568676627262684531e-01 1.988078655315283827e+00 -7.496942497730394450e-01 -1.636262834126740451e+00 -1.326198648816853121e+00 -1.410716473014372169e-02 3.082310595278545118e-02 -3.155131357238803447e-01 -6.556723764028404844e-01 2.831761726940981716e-01 -1.072859474037549804e-01 1.344774982275465325e+00 -1.876151548916649370e+00 -1.475894741419813583e+00 -1.491139472711552116e+00 -1.570796301767592995e+00 3.924272291745328767e-01 -3.971400942342083185e-01 -1.565669787583270134e+00 3.457673306653661349e-01 2.373174215001438436e-01 -1.182666590711441312e+00 -1.238534524473547060e+00 5.975876168127903787e-01 1.391448924538047249e+00 1.111607965633801376e+00 -1.601676592653820563e+00 -1.961999918815270430e-02 -1.662330319760361608e+00 -7.707877485350506097e-01 -5.146676951943605083e-01 -1.103965079926966020e+00
2.000000000000000000e+00 5.365485833408456529e-12 6.383418291289393309e-01 -1.088585426324306660e+00 -3.166922196255239630e-01 -9.541007002141846938e-01 6.173956033279109912e-01 4.878620506680302754e-02 2.045242180379193420e-01 -6.665929669452561601e-01 -6.203639503067737149e-01 9.744124938220694032e-01 -8.917290080135731323e-01 5.241077663055278973e-02 -8.647842643062538803e-01 -5.494944673846604566e-01 -4.122503740077500534e-01 6.615634256506867095e-01 2.113588090775275485e-01 -1.570797935785041233e+00 -3.964147184523126866e-01 -1.776081851891786055e-04 7.172547837262530646e-01 -1.007222486082042012e+00 3.195125499030143212e-03 2.544946998134432814e+00 1.184972933314527799e+00 -8.768590614857000309e-01 1.079809539774705174e+00 5.713605017176083267e-01 3.016971378832676853e-01 2.427031750770125285e-01 -3.817095266655733399e-01 5.125972095390563671e-02 2.736216909752582378e-03 4.052852074595472143e-01 1.570797908723715608e+00 -6.767724978302239736e-01 8.548063354950805603e-01 -4.334118082954754869e-01 -1.080632302187823468e+00 -3.614952461441162807e-02 -9.535957059955021409e-01 -2.778896993482319888e-01 1.631793021562783608e+00 3.070507323546048384e-01 5.570036376129219174e-02 8.367699031272903820e-01 1.826890511547697438e+00 9.226016998276013181e-01 -2.705222164595283973e-01 -4.446636219972583959e-01 -4.029860490740362344e-01
2.600000000000000000e+01 4.125000004743108128e+00 1.368417186655718463e-06 1.957889262784947865e-04 4.050019524818002092e-01 -4.017877135621722218e+00 -4.870054511784558393e-01 1.051843308823255052e+00 -5.293640072833466270e+00 -6.479217098418892373e-01 -6.230028859078582532e-02 1.152088964211193668e-04 -4.976837517850055903e+00 5.718833400208181983e-01 1.287314089452465393e-01 5.903240627783704619e-01 -2.650829567924956357e-04 -3.015108608786936674e-05 1.548463699130212901e-05 8.347137552083500448e-08 -1.163199517216501874e-04 1.139243067037356191e-05 9.401027898922400552e-05 9.046251595410120946e-05 -1.519239728946715842e-02 -1.512128515741949786e-01 1.849949431052534972e-05 2.390544392494425491e-05 -1.259857129179875468e+00 -7.360056854068782739e-01 5.710272620521588717e-03 6.402578201000346273e-05 -5.739079521869948797e-05 -5.642840743641377443e-01 6.076548769558522523e+00 -1.800378946378770699e-04 -3.141592114265892910e+00 -3.248095852983923535e-05 -4.656291624392206643e-06 -5.059078473761077787e-05 1.916923495284141536e-05 -9.273379634556749970e-05 3.362718998938840935e-04 8.910967600082090299e-06 3.198414222362095950e-05 2.968590919402040562e+00 -6.216063650736194175e-05 3.973136371738163089e-04 -3.959720226902176343e-06 -6.718879333906185121e-06 5.681497360964248067e+00 -8.216005415422668046e-01 8.207639978604296636e-05
2.700000000000000000e+01 1.731947918415244203e-13 1.570796469869093048e+00 -2.447708573829591838e+00 -1.150517115873895685e-01 1.127752785404019464e+00 2.436273430545234653e-01 -5.365477348787138778e-01 2.729470934654917302e-01 3.448039221353599911e-03 -5.392940243706088876e-02 1.521689978334896276e+00 3.931283309071922361e-01 8.990992706878476737e-01 4.211927644488394629e-01 -4.131558149307125172e-01 -2.139868234947695513e-01 5.221073555578163994e-01 -7.342435913595201091e-01 -1.570796348864123670e+00 1.001422589937843305e-01 -1.047642765269771320e-01 -1.830204189475730603e+00 -1.295290033788987494e-01 -1.446857203298745009e+00 1.298658914230331474e-01 1.407020656168578521e+00 -3.814920238472540026e-01 2.202499590604332369e-01 1.578325341297175610e+00 -7.610322535652477294e-01 1.437148060388174553e+00 8.618647526810188086e-01 1.784999020792367164e-01 -3.323728446983619245e-01 6.685624935858601736e-01 -1.570796582358674254e+00 5.992315063985050871e-01 8.813394940155809820e-01 5.159868113864436445e-01 -1.517615658657535782e+00 -6.211709552521749167e-01 6.268342563524579303e-01 -8.372461461789120207e-01 1.446902372172012896e+00 -7.269591013024400139e-01 -1.358593467329064941e+00 1.618358507513977695e+00 -3.858315046234651047e-01 -2.510608584140429089e-01 -4.739790111741413736e-01 -2.883712753572053589e-01 4.558443786689881372e-01
1.400000000000000000e+01 3.625000005538660641e+00 -8.475420697954053020e-07 -9.410077771977853889e-01 4.378497096812069556e-01 2.378150803433843663e+00 4.530657739006223105e-05 1.071571954716962649e+00 1.534387184208941601e+00 -1.120738443928830845e-04 -8.899884123412632160e-05 1.523522576381614231e-04 3.133814917531701827e+00 -4.229309205477409961e+00 3.739976967782632108e-05 1.389711070218927803e-04 -2.378667887361337403e-04 -3.169899915640136739e-05 6.673484948862722966e-05 -1.147762178022647611e-06 -5.053759779246873368e-06 -7.135217100794860969e-05 -3.449591378683603525e-05 2.940343764201589050e+00 1.767298716592605938e-05 -2.178549053353565803e-05 -1.264056635101692860e+00 2.054294720185001477e+00 -2.935531229809187291e-05 -3.284881742632390960e-05 -2.210472964137857687e-05 2.381520906138760107e+00 2.226448440773725501e+00 -1.988382071596873969e-05 3.392396819738099933e-05 5.492587342993674777e-05 -1.685582017503931341e-06 -8.501740304841540752e-01 -2.158193674373798387e+00 -3.001331396457365575e+00 -3.034125077260941606e-04 -2.673616965518589073e+00 1.467217631538330513e+00 2.506038610403846754e-04 3.155738061565482909e-04 5.869798688020355144e-05 -3.774933012201482363e+00 -1.724479379022346270e+00 1.752945442783134379e-05 -3.988809544264947218e-05 9.044137904273298872e-05 -2.980784477196095567e-07 2.041483681403749530e-06
2.800000000000000000e+01 5.500000000001613820e+00 -3.141591533411125514e+00 -7.631705522167135658e-02 2.159178133216719253e-01 -7.059186994631994061e-01 1.124992616697288339e+00 -1.145223656459500999e-01 8.815718191663914904e-01 2.833473196992723153e+00 2.111684593911749563e-01 -4.394908905582650682e-01 -1.657331230440380887e+00 8.037340063135911539e-01 5.097569915462971668e-01 -1.301598828605809777e+00 3.890228224519151068e-01 7.139246545074817707e-01 1.184807891511414413e+00 1.255344865095758857e-06 9.048775719275116147e-01 -9.093644256748973920e-01 -1.250048523265492872e-01 -2.403512335742847006e-01 1.642913262530028673e+00 8.976360414808040849e-04 -5.281780581411180675e-01 -6.033386750603211141e-02 1.819231698385221030e+00 5.735290671161785703e-01 -2.049057818566518030e+00 2.425156996095050310e+00 -7.406952575858903876e-01 -2.845362448009081807e-02 -7.797749500127061639e-02 3.471311592023083176e-02 -1.570797178662251437e+00 -1.455671164472897683e+00 5.577979125994256826e-01 1.174169422332590029e+00 7.103029080298240983e-01 -3.926199438119840068e-01 2.997257388862208938e-01 8.934810002746208513e-01 -8.318348545712948017e-01 2.355777585575492272e-01 -4.659692746560000765e-01 -1.025430114446959529e+00 8.718515225851555250e-01 -2.943235733183009739e-02 -1.277509528479910283e+00 -1.362821342659457091e+00 -1.330417371169925422e+00
1.500000000000000000e+01 4.440892098500626162e-16 1.570796307390548430e+00 -2.763928912653265159e-03 6.891143947607146492e-02 -7.312897257343409230e-01 2.379711649139669705e-01 -5.631260100658203038e-01 -1.013816996681269567e+00 2.164370453012759987e-01 2.211557454227834452e+00 -1.314372231166420768e+00 -7.897678166561852287e-01 -6.162117637115281932e-01 -7.495694674467101581e-01 3.219045608860237606e-01 -1.992243789724517544e+00 3.845454428809299552e-01 -2.872654846276114227e-01 1.570796310786763295e+00 -1.506996991834875510e-01 1.170331221876572902e+00 -2.491377566309325442e-01 2.525755236038396134e+00 -6.087822024520853637e-01 1.218553297232398691e-01 -2.211972839075900532e-01 -4.797669817537480452e-01 4.400563303555036776e-01 8.876593262703418030e-02 -1.729831523392377224e-01 1.158873131798314970e+00 -2.463979508253046624e-01 7.349301193783385200e-01 -4.828949114725230585e-01 4.822942133731460967e-01 -1.570796329849335260e+00 1.147144647053210953e+00 1.047317260455091992e+00 1.550079119658194671e+00 -1.686841094503961358e-01 7.040869080154790183e-01 -9.771217581383945250e-01 1.129775928726048040e+00 -1.818302575636756013e-01 9.471477566804693549e-01 -9.704272168229389761e-01 -3.098826843110031315e-01 -2.577478767702073292e-01 -2.633953937177523130e+00 -4.363791708112132461e-01 -1.939643536212836139e+00 2.487942732155714043e-01
2.900000000000000000e+01 8.881784197001252323e-16 3.603042072491620673e-01 2.751107869538062523e-01 -2.118269246214514803e-02 -4.593368540211586470e-01 1.249882446797903057e+00 5.110362447923252338e-01 -6.225558929981027667e-01 -3.312788865476609668e-01 7.851365386907583899e-01 8.414817991735360492e-01 2.262658300044065873e-01 -7.919650477645358011e-01 5.255126125055691322e-01 -3.250484093656679230e-01 1.354219389734737655e+00 1.448799763112156525e+00 -1.927180731231304289e+00 1.570796324591092530e+00 8.522645994473803110e-01 -1.914837997985564810e-01 2.210094550801915414e+00 -4.049031887141292252e-01 3.941588883101194707e-01 -5.040486308710252494e-01 -1.667512543098773392e+00 5.261455851589404986e-01 1.461523272806737883e-01 1.562013804175529375e+00 2.081818009514575518e-01 1.702383051648389323e+00 8.115411537260374120e-01 -1.030513312910571050e-01 -3.177170797268523472e+00 -9.643268168207710378e-01 1.570796321730824952e+00 9.723496088238152701e-01 1.817257898597320231e+00 -3.895249474147975399e-01 -8.247682336442472284e-01 -1.612858841605562532e-01 1.335263204967660711e+00 -1.095082882942288727e+00 -1.378237985760454587e-01 1.551769735303612840e+00 1.425406435086827295e-01 6.526800438183492092e-01 -1.473491677247231735e-01 -2.797046479826297283e+00 -3.748643162539755935e-01 5.786467236768432221e-01 -2.172888712988306104e+00
