# ineq_coeff, obj_result, params...
1.000000000000000000e+00 3.081079645566031644e-04 1.000039950923052867e+00 -5.165845857200973557e-01 5.260000659045862559e-01 9.004058831556039921e-01 -5.920534084356157134e-01 1.347319902967752725e+00
0.000000000000000000e+00 4.623136030407204444e-04 -3.499585670956084638e+00 5.000192936468242921e-01 7.065150097033776055e-02 2.865551227588229555e+00 -5.744188795077032061e-01 -1.257620545892471409e+00
2.000000000000000000e+00 8.024383379989785681e-10 1.500001734093787453e+00 7.187984467324436411e-01 -1.999994936923717326e+00 1.262358651746139926e-01 -5.217896055574117176e-01 -1.270867674905336031e-01
3.000000000000000000e+00 8.547905520239762467e-05 -1.000704273261817656e+00 3.000581063708038787e+00 -2.500498979104222474e+00 1.631319462477505811e+00 6.048893337506624501e-01 5.150322924092824994e-01
5.000000000000000000e+00 9.045925201014437533e-04 5.314830099590077683e-01 -1.516206234611476189e+00 -9.992946472411514680e-01 3.877106118045976491e-01 1.681709088120437665e-02 -5.050928113504872252e-01
4.000000000000000000e+00 1.501422411038788596e-04 2.499959663342476102e+00 4.790263455128520587e-01 1.000034051534543833e+00 -1.136726464254678506e-02 6.307960368206343427e-01 -1.657403799939753064e+00
7.000000000000000000e+00 1.999143585866836048e-03 -1.030769476726421496e+00 1.504033014053155703e+00 -1.500435756595917214e+00 -3.692169002815964829e-01 3.123880524641213866e-02 -8.053214719370807573e-02
6.000000000000000000e+00 4.832379648003204409e-04 -2.501060898856492187e+00 -4.732799061160781195e-01 -7.576614825354602333e-04 -7.172980423280624906e-01 -1.189973500315252980e-01 1.592476041120236829e-01
9.000000000000000000e+00 4.121163051307163983e-04 1.000081399287262585e+00 4.999189004459104746e-01 4.730176476136012109e-01 -1.390962510971492039e+00 -8.776996732819828395e-01 -8.092928058807355995e-01
8.000000000000000000e+00 1.696266962318837557e-04 -9.850021986806669627e-01 4.998797480502439883e-01 1.481525639071811451e+00 -7.263477456890954365e-01 -2.043882777440572673e-01 -9.554184909352292365e-01
1.000000000000000000e+01 2.663288657549500726e-04 1.000290564102690682e+00 -1.000047849478138406e+00 1.979652958268992791e+00 -7.231328375748680148e-01 -1.669997470821564522e-01 7.214022975366692902e-01
1.100000000000000000e+01 1.857999270510557466e-03 5.032215713209723384e-01 -4.757310057713524110e-01 -5.025400714647861866e-01 2.918348180088255472e-01 8.852478494833120326e-01 -4.310489244446381180e-02
1.200000000000000000e+01 2.234815386950028682e-04 1.555701430613767533e+00 9.999694256198461417e-01 -7.837710399098430638e-05 -2.174818892851012375e+00 -6.886062177604435064e-01 2.626281248745271357e-01
1.400000000000000000e+01 1.345546882352888218e-03 3.499821111621856051e+00 3.924539052427842734e+00 -1.499936346899333195e+00 -7.969125777635770458e-01 -1.484418424647103441e-01 1.193959688665435559e+00
1.500000000000000000e+01 1.053825197390168000e-04 4.500083594406807386e+00 4.483942531796681230e+00 2.500138891513144834e+00 -1.086204957685141581e+00 -2.261616450465218975e+00 -5.281797510216881264e-01
1.300000000000000000e+01 3.463389205477260813e+00 -4.999774379558919457e-01 -1.855783960239356434e+00 2.508476941638584923e-01 8.315071335310386669e-01 2.598882247271755430e-01 3.314970477898464968e-02
1.700000000000000000e+01 4.221348382937861743e-04 2.001031203804803482e+00 -9.380484122414665116e-01 5.000581485794715064e-01 -1.873945435667930592e+00 3.895856913676239430e-01 -5.661028257906538519e-01
1.800000000000000000e+01 4.357801321290821761e-04 9.984253262184026312e-01 -2.500413921905940473e+00 4.771648427507166335e-01 -2.122159182759991936e+00 9.870060053565355984e-01 9.443355541246180040e-01
1.600000000000000000e+01 2.992731570368415639e+00 1.146304199902137277e+00 1.487993284005771633e-01 2.852480193887361182e+00 -1.629304851089520945e+00 -8.768016555201905149e-01 1.262332440078300921e+00
1.900000000000000000e+01 8.647140686068865989e-05 -4.997083038179964132e-01 -7.100555759317337453e-04 -2.499970592158132998e+00 -4.263263778345091626e-01 -3.475714261502385605e-02 1.204942568591792718e+00
2.000000000000000000e+01 2.640930989894485492e-06 -2.006405654436122177e+00 -4.999851416661831860e-01 5.000013102066289683e-01 -2.035402804299139279e-01 -2.160386363321087633e-01 -6.594067077528660281e-01
2.100000000000000000e+01 1.864584743573871606e-04 1.018561934627608467e+00 2.439829445897890789e-03 -5.000840125487616694e-01 5.573191644262364131e-01 -6.754486048696490830e-01 -1.763866105434239051e+00
2.200000000000000000e+01 3.123870817578477954e-06 4.999571216281514241e-01 -1.000114740864345819e+00 -1.000097756104810109e+00 4.463196428181817610e-01 -5.752723174733853639e-01 -5.245368509840274696e-01
2.300000000000000000e+01 2.152811057754000501e-06 -2.499855948426834118e+00 5.070922249168904536e-05 -1.999962959953331065e+00 3.800248999473143652e-02 1.727833246306148096e+00 -6.882089385154684935e-01
2.500000000000000000e+01 5.483698641395307050e-06 -4.029046194213854168e-06 1.000183571338796318e+00 1.000031800620032829e+00 6.761002444174802894e-01 -7.044531181631707994e-01 1.290617418896723434e+00
