# ineq_coeff, obj_result, params...
1.000000000000000000e+00 2.146365655997178531e-02 7.406350695954836416e-01 -1.282452563055822115e+00 1.525964550617617155e+00 -2.487408164605787508e+00 1.143096575912486146e-01 -1.815926970118171946e+00 -3.560946844689445001e+00 -1.382191460385876203e-01 2.536532757725012410e-01 -6.109173208933427190e-01 -3.467249089747322710e+00 9.009185574198139701e-01 7.140217404593769412e-01 -9.699075197772839829e-02 1.737922107219125323e-02 2.183402285629546524e-01 1.272118788600386852e+00 -2.098818149439266728e-02 1.196672466551186031e-01 4.437720513950009771e-01 4.162667000368363568e-01 -1.866454098159869623e+00 -2.426310957014301412e-02 -1.091990830190944922e-01 1.278095322748873386e+00 -5.502328161722536137e-01 -2.591206816861637563e-01 5.558407589035504470e-01 -2.493938363932695357e-01 1.094957427130203831e+00 9.696390632532192466e-02 -1.599174061423789928e+00 1.041113438817844322e-01 -8.599456291077866021e-01 1.845910715145438585e+00 -2.466060910410958484e-01 1.726830282068606337e+00 8.134067075496136390e-01 8.222934542733102703e-02 1.147840455976751606e-01 3.063531550877501619e+00 1.074168450765562000e+00 2.359078387679338196e+00 1.553020513684615633e-01 -5.953884542188591505e-02 -1.732452017025293278e+00 -1.459324933875005836e+00 -6.482957611360038244e-03
0.000000000000000000e+00 3.390016269933669724e-02 2.384746164061094520e-01 6.534621043292027087e-01 7.595282107190556298e-01 -1.554644310584563982e+00 -1.300073081804194175e-03 -1.026639864167106619e+00 -3.528681938647122429e+00 1.914010426025070322e+00 2.147468283898533448e-02 5.398688610453034054e-01 3.675719710522532324e+00 -4.420758891786620293e-01 7.736649632922375508e-01 -1.827125796637178168e-01 5.452655574104116054e-01 -3.520557524825949636e-01 1.987658384056501415e+00 1.549506421426437575e-01 -2.157060358686035517e+00 -6.937258743797771743e-01 -5.328943981125021656e-01 -3.048364169450629713e-01 1.523582157125804581e+00 -2.229637513043225105e+00 -8.657618004914775511e-01 -1.039184519970083043e-01 7.730359493725610931e-02 -2.010022340213931114e-01 7.912992622130710085e-01 -7.901966393654908938e-01 8.202907198740222450e-01 2.206080160367806631e+00 2.440295094443557800e-02 4.881999939053007775e-01 1.992968182778549480e-01 -4.052376653701665887e+00 2.438354767877789486e-01 7.845477810087235146e-03 -9.498385610950209612e-01 -4.387411942767018846e-01 6.184019485775628377e-02 3.551884382643239607e-02 -2.769243553897259708e-02 -8.850908954079203875e-03 -6.460708380093250179e-03 5.056839797187714369e-01 1.616443790717499718e-01 -4.179665912254666438e+00
3.000000000000000000e+00 9.337961730139001867e-03 6.035728623498820555e-02 6.698520019418117977e-02 -1.678073472514938214e-01 8.488865309617393606e+00 -1.598391081704035321e-01 2.988725771156769406e-02 1.256304854784109803e+00 -5.619621647161069156e+00 7.371217440579024005e-02 -2.658098420009496476e-01 5.699934866960302410e-02 5.722426343479468033e-03 1.154204574013970030e-02 5.420465114059330042e-02 2.196743552545388223e-01 1.025404963331753194e+01 5.800285517810403135e+00 1.726945955134742361e+00 -3.758806281056198184e+00 2.739782667569679475e+00 -2.299831112805533095e+00 -1.812903437688755170e+00 -1.379940494818014285e+00 6.633032823838690639e+00 -3.742695773088247635e-02 2.627482268554135469e-01 2.445791348123839359e+00 -2.827760812518372191e+00 1.982737632686597529e+00 1.708817799822540950e-01 5.197820554817515759e-02 -1.140604147011084757e-01 1.702264727621433771e+00 -2.684084863586275294e+00 7.657606848161502278e+00 7.979900001208688476e-01 1.345589837291628843e+00 1.112681675426973049e+00 -2.503289429332975047e+00 1.609816780316580376e+00 -7.504768921069035592e+00 -1.857050409259057400e+00 1.078265932764965296e+00 -3.151506605309538411e+00 -4.733278894505168033e+00 -7.180460149401617365e-01 3.799943357382220999e+00 1.724921175589806843e+00
2.000000000000000000e+00 1.506200134225854081e-01 2.992964507037216768e-02 -1.919538500288909544e-01 7.923831438678045902e-02 6.541798045479640500e+00 -1.072453111305094187e-01 -9.802537648362935618e-02 7.856115099861187279e-01 2.634043346504604255e+00 -3.419762698574070614e-02 1.767431895319493684e-01 2.374288039039006981e-01 -1.046015068150995653e+00 -1.311884777832910132e+00 5.229753191246699212e-02 1.039348398946444291e-01 5.475898569885828238e+00 2.485522315492540990e+00 4.544150289428376399e-01 8.318330622868368163e-02 7.129412917330083532e-01 -1.092018160108468722e-01 -1.247983874627960788e+00 -1.462162092404763747e-01 4.542494124105354913e+00 1.451437369011450984e-01 -1.580633498693234662e+00 3.577973468160448700e+00 -7.200357721335418626e-01 1.149181676014823683e+00 5.542745785442693141e-02 1.967002276962245833e-01 -1.220687322889865006e-01 -1.230214820492642330e-01 -3.259154803857343685e-01 -2.585814292194677511e-01 1.226675476224083766e-02 -1.222294716374691337e+00 -4.372212273798883192e-02 1.902946647101080302e-01 4.119327024266140613e-01 -4.286382947476212457e-02 -4.757807175764442675e+00 7.710506835377491930e-01 9.167113076670405647e-01 9.674177838926454331e-01 -7.073162687535961002e-01 -4.992617662645824905e-03 8.189025745519160071e-02
5.000000000000000000e+00 1.031036268697604008e+00 -1.334867335755133833e-01 5.727323501077900003e-01 -9.705562670596171726e-01 -1.482364670151133712e+00 -1.271890702681893082e+00 -9.403958277051176484e-01 -5.052734425112349603e-01 1.150587359119924269e+00 -4.781652298104189791e-01 2.261164695821507309e-01 9.165031657664739206e-03 -2.565270858359887107e-01 1.073694059438959625e-01 3.049757951056044497e-02 1.855355101051085587e+00 1.973574249235624078e+00 -1.394678141039527475e+00 -6.929580700675236349e-01 5.782703903121039213e-01 -1.453875582140294956e-02 -1.743705700981341977e-02 3.140702766826548142e+00 -1.727136394702413064e-02 3.381788386377720251e-02 3.270044168786851557e+00 3.135746646433815177e-01 2.492043331589170574e+00 4.822268420429282054e-02 2.180239085019512052e-02 2.407239275712210969e+00 1.506765974838452760e+00 1.159543440147118264e-03 7.419892764013155118e-01 -9.202709416036728429e-01 1.842919672172210532e+00 1.703505813302754524e+00 1.370332197696072951e+00 8.763418961452481559e-01 -1.825583329896896201e+00 3.203106850979779097e+00 4.787951491883081501e-02 2.925179237027655116e-02 3.152726830658539647e+00 9.275839695653949057e-01 4.018645896249166127e-01 -9.716114685646488891e-02 -6.508704399417618303e-02 -2.113318199703416445e-02
4.000000000000000000e+00 7.528398301713798979e-01 1.192441200538762597e-01 3.004481292404741932e+00 -4.265025220633357428e+00 -3.087690811187915677e-02 2.117316980158118866e+00 -3.598914545658469799e-01 -1.082413804687197834e-01 1.537125976857963219e-02 3.729035035147614696e+00 -1.022326477683852541e+00 -1.380095529654613573e+00 -5.415212033308252487e-02 8.883681040931568074e-03 2.127469074984158937e+00 4.066654299529169236e+00 -1.455862489374080970e-02 -1.497532324350430599e+00 4.959464080322227852e-01 -7.792142427475780009e-01 -3.066114953960002998e-02 -3.542288883099423025e+00 -5.177364443309484088e+00 -1.267567990759620455e-01 2.379241132792891678e-01 1.945113898795832949e-02 1.968107363993551184e-01 2.878030665753969153e+00 -3.412729225655384419e-02 -1.095334295041591743e-01 5.935505439713699427e-02 -1.391321480580415444e-02 -1.756620091692839836e-02 -4.923175852068026881e-01 -1.670496478711757937e-01 -4.055693482628764390e-01 3.621196271343509188e-01 3.040224021711584346e+00 1.142264585631658669e+00 -1.654319531980669611e+00 1.570448246786286584e+00 -6.175617790844070004e-02 1.498379828348279208e+00 -4.675751112699468415e+00 2.773589933694377230e+00 2.406913424512855393e+00 1.428230201029888069e-01 1.833042945642738564e-01 -8.808562443160100619e-02
6.000000000000000000e+00 1.140058320716628826e+00 -4.427346922220487535e-01 -6.785688023351775788e-01 -5.613863590165126816e-01 -2.530848603618257364e+00 -6.889182519939048843e-01 2.305435331254434672e+00 -3.185256293279838946e-01 -8.017914142659772203e-01 -7.089953238439193894e-01 3.272387125175230671e-01 1.865265015635887424e-01 -1.480325947218195104e-01 3.097890420862255828e-02 2.998980219315692808e-01 -1.467568727792084804e+00 -2.195454661382088890e+00 -6.501802966100557468e-02 -1.085978052946611760e-01 -1.368958728431065586e-01 -2.469932382309661043e-02 9.666003252360079179e-01 2.283033186173491824e+00 5.691664772488731067e-02 -3.309573878837525351e-02 2.133875285701033686e+00 1.163794894494219190e-01 -1.763555383593945258e+00 1.909238394663356764e-02 3.891465952158570940e-03 -1.590243306873103890e+00 -5.367136095205021773e-01 2.845045668728433952e-02 -2.630304640127141269e-01 7.493441692879896365e-01 3.480107181838195007e+00 8.530483969366953190e-01 -1.294614316056754699e+00 -2.634234270641301112e+00 -6.882517396612978233e-01 -2.209844466976776389e-01 1.103492339982121151e-01 -4.429272887343336795e-01 1.189639673217104399e+00 -3.644431331701234594e-02 3.147089075385423040e-01 -2.654198895850837497e-03 6.427802298799514813e-02 3.023596234247282258e-02
8.000000000000000000e+00 3.756845931278487427e-01 1.406108395664697197e-02 7.151864944220025500e-01 -1.378988668266415196e+00 -2.882515447462796310e+00 -2.397202821152605023e-01 -2.485300291778696768e-01 -2.549422116771372093e-01 5.934799939449997286e-01 4.119465559282784600e-02 -2.020137047721914492e+00 2.022604909261952688e+00 5.005606806028550793e+00 1.604862018087793496e+00 -1.674393714828397925e-02 1.542987594712882937e-02 2.048417050670177722e-02 -2.741826074969769267e-02 -3.529968922296677913e-03 -2.698824191539671985e-02 -4.371241155856346594e-02 -1.237273341343759991e+00 -2.511051742872358439e+00 1.616627121795953526e-01 3.849481619479349498e-02 -1.512125872874741539e+00 2.579890084299051534e+00 -7.551173782855424399e+00 2.657814195444416216e-01 4.060923130732131403e-01 -2.935680093964427417e+00 -3.103451464941535232e+00 2.594255451393560064e-01 2.566735630534692891e+00 6.659434706635329881e-01 1.033945911256951566e+00 -5.224971401937125726e-02 5.457174054326678903e-01 1.250046836853362153e+00 -5.543095313563095594e-02 4.373304853836357253e-02 2.871517843402730807e-02 7.842008708397407268e+00 4.644356943972221430e+00 5.844005036263742042e-02 -3.604343621414377724e-02 -7.557396639089455914e-02 -5.425733667884224953e-01 -2.610176503763041167e-02
7.000000000000000000e+00 6.239617943592240534e-02 -1.088317507782459309e-01 -8.666628572524905927e-01 -2.154059814111038973e-01 1.526059475520421538e+00 5.882952839124193645e-01 -2.617001255935839099e-01 5.930493095510103174e+00 5.084806756943416772e+00 -4.429564127683000563e-01 -1.066029572505575312e-01 -3.481981845413830573e-02 3.312787799773244668e+00 4.274139671206076407e+00 8.405377209745419631e-02 4.861649232657773712e-01 1.384229612851650693e+00 -3.100477698888746692e-01 -2.247290322977329335e+00 1.873083196187031452e-01 -6.746924808888302039e+00 1.590361267128307943e-01 1.675230290608178851e+00 1.817468105368198250e+00 5.817661954433721583e-01 5.590919553511041196e-01 5.320905952336763001e+00 -4.290375136493930874e+00 -1.702928149945596381e+00 1.678814216744373589e+00 6.274695540089747503e-02 4.398195701447543682e-01 -2.472932694436380530e-01 -1.396871752975761549e-01 -5.078278499069777130e-01 5.756879417779371677e-02 -2.272521907525407517e-02 -2.618371656042687602e-03 4.473926937601085951e-01 5.932882325869880624e+00 1.492127866272652432e-02 -2.038404614043621832e-01 -9.659217496804298198e-02 -1.280618313129931463e-01 -1.211219154692260444e-03 1.000316159621332524e-02 -3.179043028410322713e-01 4.974771763148777559e-01 5.922311772468772162e+00
9.000000000000000000e+00 7.546912375616880997e-01 -9.517934250188545553e-01 5.002430693766540593e+00 1.988416661850722411e+00 9.153153761297379287e-02 2.212891903779533820e+00 -9.179975377100793033e-01 8.628094936913517643e-02 -3.455230955159145634e-02 8.928884516494559054e-02 -6.052766691743153293e-01 -1.345973580806978376e+00 2.365763776206396794e-03 1.504319701673178817e-03 -1.763424256213048380e-01 -8.695837227152400373e-02 -1.790000669972272376e-02 4.440586522702696826e+00 -4.362251022208855078e-01 -4.575335462654306795e+00 -1.504512512498205279e+00 -1.250562907309178629e+00 1.578597845981486669e+00 -3.465404628099967521e+00 -6.767964487306804555e-01 -6.528130584454108765e-02 6.718329323634040229e-01 2.376339569842440269e-01 -5.413799742476884447e+00 -1.100440359690377345e+00 -8.339069724232077430e-02 -5.805224844830616376e-02 -4.256411422237544318e-01 -1.447481375405154314e+00 1.584713037711541928e+00 -7.817615333110242704e-01 8.365721470235068513e-02 2.428636642728805306e+00 -2.042308463464397317e+00 4.087005390055700044e-02 -8.995552966807711381e-02 1.817419214442647923e-01 -6.196742570442012266e+00 1.955210881721530347e+00 -3.789638288873248967e-02 -2.757718365229495927e-02 -5.862730318372662008e-01 -1.185088030904365430e-01 -1.219389440206146841e-01
