# ineq_coeff, obj_result, params...
2.600000000000000000e+01 6.004086117172846571e-13 2.600000004409415766e+01 1.500000000969334835e+00 2.499999924756892700e+00 -1.015436037436217376e+01 -9.456067605916683050e+00 -2.264832779440801147e+01
0.000000000000000000e+00 5.939935473486812612e-07 1.449999892931342949e+01 -3.993751223640349846e+00 1.500000600456321775e+00 -1.119936676469347958e+01 1.157934291580544173e+00 -1.397233309046667138e+01
1.300000000000000000e+01 3.463381258770766635e+00 -3.499998683107188757e+00 1.385597356740917974e+01 -7.748780904199562336e+00 -1.810473812121511816e+00 -5.542373576324257201e+00 1.147691554639085787e+01
1.400000000000000000e+01 6.030731469763850328e-13 1.599999997844276223e+01 -4.979863707808875328e-01 -1.200000001866559884e+01 -1.516409416973205992e+01 9.810174030045857307e+00 8.863314249699820735e-01
2.700000000000000000e+01 1.499245172453811392e-12 -1.750000004747955629e+01 3.499999959763751889e+00 -7.500000113418892944e+00 -1.250592227363637576e+01 1.271055431868554919e+01 -1.715889033094407523e+01
1.000000000000000000e+00 5.086649192964642907e-07 2.999992850023879942e+00 6.503960919005608687e+00 -5.046527530068877221e-01 1.128568579408619499e+01 -9.622542531008051014e+00 5.992604811353587912e+00
2.800000000000000000e+01 1.161293283757913741e-13 5.000000027885749709e+00 -3.499999987173954441e+00 9.500000005003453651e+00 -1.769368349799707474e+00 1.443582801998790899e+01 4.337062384548134197e+00
1.500000000000000000e+01 6.897307969211396994e-08 1.050000135532358314e+01 -4.502576909107660619e+00 2.449999882975190957e+01 5.100991592467370772e+00 8.956970805281375902e+00 8.449644001700306717e+00
2.000000000000000000e+00 4.149743881853851235e-10 -7.499995332085419797e+00 1.287159626185521866e+01 1.800000074162594288e+01 -1.165941895426048269e+01 -7.334187424023897783e+00 1.569948463225259605e+00
2.900000000000000000e+01 1.039039831951527049e-07 -1.499998635992322971e+00 1.850012429894038135e+01 2.984636575058305041e+00 2.513707051036242035e+01 4.352046131357954373e+00 9.668856079572980988e+00
1.600000000000000000e+01 2.992573910790359726e+00 1.235287155627822919e+01 -8.647126885229754478e+00 1.464712735757219875e+01 1.132821795425620337e+01 -1.210296092543434732e+01 2.933865916470873714e+01
3.000000000000000000e+00 2.195640336211113208e-09 -3.999997831534757076e+00 -4.999999459039402794e+00 2.149999522368128169e+01 1.446791079652731504e+01 -1.232784001539494767e+01 -3.409814274805805123e+00
4.000000000000000000e+00 3.861872226451623646e-07 -3.500000781026994634e+00 8.495283066995297006e+00 -1.599999646830567990e+01 8.809612788065294353e+00 -3.021732585720941167e+00 -2.052245315790885627e+01
3.000000000000000000e+01 4.905887214600435087e+00 -4.047584617328792711e-01 -5.688896340621227665e+01 -3.296898173188051451e-01 -6.528638197789023323e+00 -1.471736694976231874e+01 5.532600286959157287e-01
1.700000000000000000e+01 5.924920891686724644e-07 -1.899737877268252007e+01 9.902227333244297824e-01 5.000011010624625385e-01 -9.514417955503978064e+00 7.756862281863849518e+00 6.746314652462124251e+00
3.100000000000000000e+01 1.367128632523417764e-12 -1.400000001251960136e+01 -1.399999996041446515e+01 -6.000000124251928746e+00 -1.813177271449102790e+01 -1.689574179627166828e+01 -3.195987535966830251e+01
5.000000000000000000e+00 6.363072433401839589e-07 -3.004808564834450912e+00 2.999615443144554661e+01 1.749999412129593779e+01 1.000363349894418441e+01 1.024988840722438077e+01 -4.903315390153629494e+00
1.800000000000000000e+01 1.453203690715554330e-08 -1.549999450884161689e+01 3.498016711896490438e+00 -4.800000077621903216e+01 -8.292021477612273372e+00 -1.249279293444764782e+01 9.331938928062260885e+00
3.200000000000000000e+01 6.026709918566959701e+00 1.613357012425887760e+01 8.768139149458093584e+00 -1.667695899558697548e+01 -1.460345589901456975e+01 -9.408703953747902915e+00 9.031324511663447296e+00
6.000000000000000000e+00 9.953681612273612700e-08 -5.000017698179300973e-01 5.503357822167831870e+00 -1.799999786143681391e+01 2.125709048583620309e+00 1.248854490229981096e+01 1.607893741378662611e+01
1.900000000000000000e+01 6.017408793468348449e-14 -2.500000014091836142e+00 -1.600000001095821744e+01 -5.500000012752804146e+00 -1.127441938490669671e+01 -3.998153563946438283e+00 -2.377201159862198487e+00
3.300000000000000000e+01 4.334310688136611134e-13 -2.000000024263246079e+00 8.999999976562664372e+00 2.499999960085430573e+00 1.856966504678663199e-01 1.246623381076945369e+00 6.354832472479275296e+00
2.000000000000000000e+01 3.819167204710538499e-14 4.999999974600570218e-01 -1.600000002098812502e+01 -6.500000006573373845e+00 -9.677955819318807329e+00 1.078780112659888246e+01 -1.660675449788289981e+01
7.000000000000000000e+00 3.676638544725108204e-07 -9.000002824559198089e+00 4.504657749516821852e+00 1.000000173472361986e+01 -7.208231579992087745e+00 -6.766525847910002334e+00 7.837269848836517561e+00
3.400000000000000000e+01 3.084310584711147385e-11 2.550000011786142551e+01 -2.300000022189380289e+01 5.699664408144341365e+01 1.077437598799536289e+01 3.526459764545021081e+00 1.728936494416990932e+00
2.100000000000000000e+01 1.082865610513294996e-07 1.599837257306914040e+01 1.999685082591058816e+01 -1.549999820445246179e+01 1.645811299823729357e+01 -6.645664291862555473e+00 -6.301104399481448626e-01
8.000000000000000000e+00 9.290759672708759354e-08 -1.349999934654430866e+01 -4.966969791283371016e-01 6.999998686993310848e+00 -7.335121914860622816e+00 -3.717016871660793420e+00 -4.848949542034722171e+00
